"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Coral St Lucus Pt",7,8,2010,"7-Aug-10",2,"bat star",36,30,36.63777,-121.923,20,11,4
"Coral St Lucus Pt",7,8,2010,"7-Aug-10",3,"bat star",21,30,36.63777,-121.923,30.5,11,5
"Coral St Lucus Pt",7,8,2010,"7-Aug-10",4,"bat star",7,30,36.63777,-121.923,20,11,3
"Coral St Lucus Pt",7,8,2010,"7-Aug-10",5,"bat star",20,30,36.63777,-121.923,20,11,3
"Coral St Lucus Pt",7,8,2010,"7-Aug-10",6,"bat star",50,28,36.63777,-121.923,23,11,3
"Coral St Lucus Pt",15,10,2010,"15-Oct-10",1,"bat star",50,14,36.63777,-121.923,28,10,3
"Coral St Lucus Pt",15,10,2010,"15-Oct-10",2,"bat star",22,30,36.63777,-121.923,25.5,10,3
"Coral St Lucus Pt",15,10,2010,"15-Oct-10",3,"bat star",28,30,36.63777,-121.923,32,10,3
"Coral St Lucus Pt",15,10,2010,"15-Oct-10",4,"bat star",38,30,36.63777,-121.923,18.5,10,7
"Coral St Lucus Pt",15,10,2010,"15-Oct-10",5,"bat star",50,28,36.63777,-121.923,16.5,10,7
"Coral St Lucus Pt",15,10,2010,"15-Oct-10",6,"bat star",31,30,36.63777,-121.923,18,10,9
"Cueva Valdez",19,11,2010,"19-Nov-10",1,"bat star",32,30,34.055,-119.81,42.5,NA,6
"Cueva Valdez",19,11,2010,"19-Nov-10",2,"bat star",50,30,34.055,-119.81,41.5,NA,6
"Cueva Valdez",19,11,2010,"19-Nov-10",3,"bat star",50,22,34.055,-119.81,29,NA,6
"Cueva Valdez",19,11,2010,"19-Nov-10",4,"bat star",50,27,34.055,-119.81,29.5,NA,6
"Cueva Valdez",19,11,2010,"19-Nov-10",5,"bat star",24,30,34.055,-119.81,21.5,NA,6
"Cueva Valdez",19,11,2010,"19-Nov-10",6,"bat star",50,25,34.055,-119.81,20.5,NA,6
"Divers Cove",4,12,2010,"4-Dec-10",1,"bat star",0,30,33.54317,-117.797,23.5,13,3.5
"Divers Cove",4,12,2010,"4-Dec-10",2,"bat star",0,30,33.54317,-117.797,34,13,2.5
"Divers Cove",4,12,2010,"4-Dec-10",3,"bat star",0,30,33.54317,-117.797,15,13,3
"Divers Cove",4,12,2010,"4-Dec-10",4,"bat star",0,30,33.54317,-117.797,15.5,13,3
"Divers Cove",4,12,2010,"4-Dec-10",5,"bat star",0,30,33.54317,-117.797,21,13,3
"Divers Cove",4,12,2010,"4-Dec-10",6,"bat star",0,30,33.54317,-117.797,17.5,13,2.75
"Frys Anchorage",23,5,2010,"23-May-10",1,"bat star",36,30,34.05416,-119.756,30.5,9,3
"Frys Anchorage",23,5,2010,"23-May-10",2,"bat star",39,30,34.05416,-119.756,43.5,9,4
"Frys Anchorage",23,5,2010,"23-May-10",3,"bat star",50,30,34.05416,-119.756,31.5,9,4
"Frys Anchorage",23,5,2010,"23-May-10",4,"bat star",26,30,34.05416,-119.756,31.5,9,4
"Frys Anchorage",23,5,2010,"23-May-10",5,"bat star",9,30,34.05416,-119.756,26.5,9,4
"Frys Anchorage",23,5,2010,"23-May-10",6,"bat star",50,22,34.05416,-119.756,39.5,9,4
"Ft Ross",9,10,2010,"9-Oct-10",1,"bat star",89,30,38.5106,-123.245,17,10,3
"Ft Ross",9,10,2010,"9-Oct-10",2,"bat star",57,30,38.5106,-123.245,25,10,3
"Ft Ross",9,10,2010,"9-Oct-10",3,"bat star",3,30,38.5106,-123.245,34.5,10,3
"Ft Ross",9,10,2010,"9-Oct-10",4,"bat star",50,30,38.5106,-123.245,21,10,3
"Ft Ross",9,10,2010,"9-Oct-10",5,"bat star",78,8,38.5106,-123.245,26,10,3
"Ft Ross",9,10,2010,"9-Oct-10",6,"bat star",3,30,38.5106,-123.245,34.5,10,3
"Gerstle Cove",17,10,2010,"17-Oct-10",1,"bat star",24,30,38.56646,-123.33,9.5,10,3
"Gerstle Cove",17,10,2010,"17-Oct-10",2,"bat star",61,15,38.56646,-123.33,13,10,3
"Gerstle Cove",17,10,2010,"17-Oct-10",3,"bat star",69,13,38.56646,-123.33,16,10,3
"Gerstle Cove",17,10,2010,"17-Oct-10",4,"bat star",35,30,38.56646,-123.33,11.5,10,3
"Gerstle Cove",17,10,2010,"17-Oct-10",5,"bat star",53,17,38.56646,-123.33,14.5,10,3
"Gerstle Cove",17,10,2010,"17-Oct-10",6,"bat star",57,20,38.56646,-123.33,18,10,3
"Gerstle Cove",19,6,2010,"19-Jun-10",1,"bat star",1,30,38.56646,-123.33,5.5,8,3
"Gerstle Cove",19,6,2010,"19-Jun-10",2,"bat star",50,17,38.56646,-123.33,9,8,3
"Gerstle Cove",19,6,2010,"19-Jun-10",3,"bat star",55,5,38.56646,-123.33,10,8,3
"Gerstle Cove",19,6,2010,"19-Jun-10",4,"bat star",23,30,38.56646,-123.33,8,8,3
"Gerstle Cove",19,6,2010,"19-Jun-10",5,"bat star",50,17,38.56646,-123.33,12,8,3
"Gerstle Cove",19,6,2010,"19-Jun-10",6,"bat star",50,12,38.56646,-123.33,17,8,3
"Goldfish Bowl",18,11,2010,"18-Nov-10",1,"bat star",28,30,34.01473,-119.438,29,NA,8
"Goldfish Bowl",18,11,2010,"18-Nov-10",2,"bat star",15,30,34.01473,-119.438,39,NA,5.5
"Goldfish Bowl",18,11,2010,"18-Nov-10",3,"bat star",14,30,34.01473,-119.438,30.5,NA,4
"Goldfish Bowl",18,11,2010,"18-Nov-10",4,"bat star",20,30,34.01473,-119.438,22,NA,8
"Goldfish Bowl",18,11,2010,"18-Nov-10",5,"bat star",5,30,34.01473,-119.438,28,NA,8
"Goldfish Bowl",18,11,2010,"18-Nov-10",6,"bat star",58,30,34.01473,-119.438,23.5,NA,9
"120 Reef",17,9,2011,"17-Sep-11",1,"bat star",37,30,33.73792,-118.392,30.5,16,4.5
"120 Reef",17,9,2011,"17-Sep-11",2,"bat star",16,30,33.73792,-118.392,29.5,16,4
"120 Reef",17,9,2011,"17-Sep-11",3,"bat star",30,30,33.73792,-118.392,33.5,16,4.5
"120 Reef",17,9,2011,"17-Sep-11",4,"bat star",4,30,33.73792,-118.392,30,16,5.5
"120 Reef",17,9,2011,"17-Sep-11",5,"bat star",45,30,33.73792,-118.392,30,16,5.5
"120 Reef",17,9,2011,"17-Sep-11",6,"bat star",12,30,33.73792,-118.392,25.5,16,4.5
"Aquarium",14,5,2011,"14-May-11",1,"bat star",50,14,36.61923,-121.899,38,11,7
"Aquarium",14,5,2011,"14-May-11",2,"bat star",50,14,36.61923,-121.899,34,11,6
"Aquarium",14,5,2011,"14-May-11",3,"bat star",50,19,36.61923,-121.899,32.5,11,6
"Aquarium",14,5,2011,"14-May-11",4,"bat star",50,14,36.61923,-121.899,29,11,3
"Aquarium",14,5,2011,"14-May-11",5,"bat star",22,30,36.61923,-121.899,26.5,11,3
"Aquarium",14,5,2011,"14-May-11",6,"bat star",50,27,36.61923,-121.899,29,11,5
"Big Creek",20,8,2011,"20-Aug-11",1,"bat star",6,30,36.06918,-121.601,54,12.5,5
"Big Creek",20,8,2011,"20-Aug-11",2,"bat star",37,30,36.06918,-121.601,52.5,12.5,5
"Big Creek",20,8,2011,"20-Aug-11",3,"bat star",57,9,36.06918,-121.601,50.5,12.5,12
"Big Creek",20,8,2011,"20-Aug-11",4,"bat star",50,24,36.06918,-121.601,30,12.5,8
"Big Creek",20,8,2011,"20-Aug-11",5,"bat star",50,19,36.06918,-121.601,27,12.5,5
"Big Creek",20,8,2011,"20-Aug-11",6,"bat star",50,15,36.06918,-121.601,30,12.5,7
"Bird Rock",23,11,2011,"23-Nov-11",1,"bat star",0,30,33.4508,-118.488,31.5,11,7
"Bird Rock",23,11,2011,"23-Nov-11",2,"bat star",0,30,33.4508,-118.488,19.5,11,7
"Bird Rock",23,11,2011,"23-Nov-11",3,"bat star",0,30,33.4508,-118.488,39,11,12
"Bird Rock",23,11,2011,"23-Nov-11",4,"bat star",0,30,33.4508,-118.488,39,11,10
"Bird Rock",23,11,2011,"23-Nov-11",5,"bat star",0,30,33.4508,-118.488,35,11,10
"Bird Rock",23,11,2011,"23-Nov-11",6,"bat star",0,30,33.4508,-118.488,11,11,12
"Breakwater",2,5,2011,"2-May-11",1,"bat star",50,7,36.61045,-121.894,22,11,5
"Breakwater",2,5,2011,"2-May-11",2,"bat star",50,8,36.61045,-121.894,22.5,11,6
"Breakwater",2,5,2011,"2-May-11",3,"bat star",50,12,36.61045,-121.894,27,11,4
"Breakwater",2,5,2011,"2-May-11",4,"bat star",50,13,36.61045,-121.894,19.5,11,5
"Breakwater",2,5,2011,"2-May-11",5,"bat star",50,14,36.61045,-121.894,17.5,11,5
"Breakwater",2,5,2011,"2-May-11",6,"bat star",50,13,36.61045,-121.894,25.5,11,4
"Breakwater",22,8,2011,"22-Aug-11",1,"bat star",35,30,36.61045,-121.894,13.5,11,4
"Breakwater",22,8,2011,"22-Aug-11",2,"bat star",50,5,36.61045,-121.894,19,11,6
"Breakwater",22,8,2011,"22-Aug-11",3,"bat star",50,13,36.61045,-121.894,30,11,5
"Breakwater",22,8,2011,"22-Aug-11",4,"bat star",50,28,36.61045,-121.894,14.5,11,3
"Breakwater",22,8,2011,"22-Aug-11",5,"bat star",50,18,36.61045,-121.894,15.5,11,5
"Breakwater",22,8,2011,"22-Aug-11",6,"bat star",50,15,36.61045,-121.894,30.5,11,5
"Broomtail Reef",18,9,2011,"18-Sep-11",1,"bat star",0,30,32.69423,-117.268,35.5,12.7,5.5
"Broomtail Reef",18,9,2011,"18-Sep-11",2,"bat star",0,30,32.69423,-117.268,37,12.7,5.5
"Broomtail Reef",18,9,2011,"18-Sep-11",3,"bat star",0,30,32.69423,-117.268,43,12.7,4
"Broomtail Reef",18,9,2011,"18-Sep-11",4,"bat star",0,30,32.69423,-117.268,34,12.7,4
"Broomtail Reef",18,9,2011,"18-Sep-11",5,"bat star",0,30,32.69423,-117.268,33.5,12.7,4
"Broomtail Reef",18,9,2011,"18-Sep-11",6,"bat star",0,30,32.69423,-117.268,41.5,12.7,4.5
"Carmel River",6,8,2011,"6-Aug-11",1,"bat star",34,30,36.53908,-121.935,54.5,10,9
"Carmel River",6,8,2011,"6-Aug-11",2,"bat star",50,19,36.53908,-121.935,52,10,7
"Carmel River",6,8,2011,"6-Aug-11",3,"bat star",50,27,36.53908,-121.935,51,10,5
"Carmel River",6,8,2011,"6-Aug-11",4,"bat star",50,28,36.53908,-121.935,39,10,7
"Carmel River",6,8,2011,"6-Aug-11",5,"bat star",50,13,36.53908,-121.935,51.5,10,8
"Carmel River",6,8,2011,"6-Aug-11",6,"bat star",50,22,36.53908,-121.935,35.5,10,7
"Casino Point",16,7,2011,"16-Jul-11",1,"bat star",0,30,33.34917,-118.325,46.5,10,7
"Casino Point",16,7,2011,"16-Jul-11",2,"bat star",0,30,33.34917,-118.325,50.5,10,10
"Casino Point",16,7,2011,"16-Jul-11",3,"bat star",0,30,33.34917,-118.325,50,10,8
"Casino Point",16,7,2011,"16-Jul-11",4,"bat star",0,30,33.34917,-118.325,30,10,8.5
"Casino Point",16,7,2011,"16-Jul-11",5,"bat star",0,30,33.34917,-118.325,26,10,8.4
"Casino Point",16,7,2011,"16-Jul-11",6,"bat star",0,30,33.34917,-118.325,38,10,8
"Casino Point",22,10,2011,"22-Oct-11",1,"bat star",0,30,33.34917,-118.325,49,17,8
"Casino Point",22,10,2011,"22-Oct-11",2,"bat star",0,30,33.34917,-118.325,48.5,17,8
"Casino Point",22,10,2011,"22-Oct-11",3,"bat star",0,30,33.34917,-118.325,50,17,9
"Casino Point",22,10,2011,"22-Oct-11",4,"bat star",0,30,33.34917,-118.325,35.5,17,9
"Casino Point",22,10,2011,"22-Oct-11",5,"bat star",0,30,33.34917,-118.325,30.5,17,9.5
"Casino Point",22,10,2011,"22-Oct-11",6,"bat star",0,30,33.34917,-118.325,27.5,17,9.5
"Cathedral Cove",16,11,2011,"16-Nov-11",1,"bat star",0,30,34.0165,-119.368,28,13,7
"Cathedral Cove",16,11,2011,"16-Nov-11",2,"bat star",0,30,34.0165,-119.368,20.5,13,5
"Cathedral Cove",16,11,2011,"16-Nov-11",3,"bat star",0,30,34.0165,-119.368,31.5,13,5
"Cathedral Cove",16,11,2011,"16-Nov-11",4,"bat star",0,30,34.0165,-119.368,17.5,13,9
"Cathedral Cove",16,11,2011,"16-Nov-11",5,"bat star",0,30,34.0165,-119.368,22.5,13,9
"Cathedral Cove",16,11,2011,"16-Nov-11",6,"bat star",0,30,34.0165,-119.368,17,13,9
"Cathedral Wall",3,11,2011,"3-Nov-11",1,"bat star",0,30,34.01575,-119.371,29,13,8.5
"Cathedral Wall",3,11,2011,"3-Nov-11",2,"bat star",0,30,34.01575,-119.371,25.5,13,8.5
"Cathedral Wall",3,11,2011,"3-Nov-11",3,"bat star",0,30,34.01575,-119.371,20,13,8.5
"Cathedral Wall",3,11,2011,"3-Nov-11",4,"bat star",0,30,34.01575,-119.371,15.5,13,8.5
"Cathedral Wall",3,11,2011,"3-Nov-11",5,"bat star",0,30,34.01575,-119.371,12.5,13,8.6
"Cathedral Wall",3,11,2011,"3-Nov-11",6,"bat star",0,30,34.01575,-119.371,13.5,13,8.6
"Cayucos",28,8,2011,"28-Aug-11",1,"bat star",50,22,35.4408,-120.936,42.5,12,3
"Cayucos",28,8,2011,"28-Aug-11",2,"bat star",50,17,35.4408,-120.936,41,12,4
"Cayucos",28,8,2011,"28-Aug-11",3,"bat star",50,13,35.4408,-120.936,42,12,3
"Cayucos",28,8,2011,"28-Aug-11",4,"bat star",50,16,35.4408,-120.936,21.5,12,3
"Cayucos",28,8,2011,"28-Aug-11",5,"bat star",50,17,35.4408,-120.936,19.5,12,2
"Cayucos",28,8,2011,"28-Aug-11",6,"bat star",50,8,35.4408,-120.936,26.5,12,3
"Christmas Tree Cove",9,7,2011,"9-Jul-11",1,"bat star",50,28,33.7604,-118.421,33,12,3.8
"Christmas Tree Cove",9,7,2011,"9-Jul-11",2,"bat star",15,30,33.7604,-118.421,37,12,3.5
"Christmas Tree Cove",9,7,2011,"9-Jul-11",3,"bat star",50,15,33.7604,-118.421,41,12,3.8
"Christmas Tree Cove",9,7,2011,"9-Jul-11",4,"bat star",31,30,33.7604,-118.421,29,12,4
"Christmas Tree Cove",9,7,2011,"9-Jul-11",5,"bat star",31,30,33.7604,-118.421,33,12,5
"Christmas Tree Cove",9,7,2011,"9-Jul-11",6,"bat star",51,11,33.7604,-118.421,33,12,4
"Coral St Lucus Pt",7,7,2011,"7-Jul-11",1,"bat star",50,29,36.63777,-121.923,34,13,4
"Coral St Lucus Pt",7,7,2011,"7-Jul-11",2,"bat star",47,30,36.63777,-121.923,29.5,13,4
"Coral St Lucus Pt",7,7,2011,"7-Jul-11",3,"bat star",50,26,36.63777,-121.923,30,13,3
"Coral St Lucus Pt",7,7,2011,"7-Jul-11",4,"bat star",50,15,36.63777,-121.923,22.5,13,4
"Coral St Lucus Pt",7,7,2011,"7-Jul-11",5,"bat star",21,30,36.63777,-121.923,17.5,13,5
"Coral St Lucus Pt",7,7,2011,"7-Jul-11",6,"bat star",43,30,36.63777,-121.923,18,13,5
"Coral St Lucus Pt",18,9,2011,"18-Sep-11",1,"bat star",50,27,36.63777,-121.923,21.5,12,3
"Coral St Lucus Pt",18,9,2011,"18-Sep-11",2,"bat star",39,30,36.63777,-121.923,32.5,12,3
"Coral St Lucus Pt",18,9,2011,"18-Sep-11",3,"bat star",50,23,36.63777,-121.923,28,12,5
"Coral St Lucus Pt",18,9,2011,"18-Sep-11",4,"bat star",50,18,36.63777,-121.923,24,12,3
"Coral St Lucus Pt",18,9,2011,"18-Sep-11",5,"bat star",51,17,36.63777,-121.923,22,12,5
"Coral St Lucus Pt",18,9,2011,"18-Sep-11",6,"bat star",50,22,36.63777,-121.923,27.5,12,4
"Crystal Cove",27,10,2011,"27-Oct-11",1,"bat star",2,30,33.57135,-117.841,24.5,13,4.6
"Crystal Cove",27,10,2011,"27-Oct-11",2,"bat star",0,30,33.57135,-117.841,24.5,13,4.6
"Crystal Cove",27,10,2011,"27-Oct-11",3,"bat star",0,30,33.57135,-117.841,28,13,4.6
"Crystal Cove",27,10,2011,"27-Oct-11",4,"bat star",0,30,33.57135,-117.841,27.5,13,4.6
"Crystal Cove",27,10,2011,"27-Oct-11",5,"bat star",0,30,33.57135,-117.841,30,13,5.5
"Crystal Cove",27,10,2011,"27-Oct-11",6,"bat star",0,30,33.57135,-117.841,28.5,13,4.6
"Cueva Valdez",11,10,2011,"11-Oct-11",1,"bat star",29,30,34.055,-119.81,39,14,5
"Cueva Valdez",11,10,2011,"11-Oct-11",2,"bat star",50,14,34.055,-119.81,32,14,5
"Cueva Valdez",11,10,2011,"11-Oct-11",3,"bat star",50,15,34.055,-119.81,30.5,14,5
"Cueva Valdez",11,10,2011,"11-Oct-11",4,"bat star",50,26,34.055,-119.81,29,14,5
"Cueva Valdez",11,10,2011,"11-Oct-11",5,"bat star",50,12,34.055,-119.81,24,14,5
"Cueva Valdez",11,10,2011,"11-Oct-11",6,"bat star",50,25,34.055,-119.81,24,14,5
"Divers Cove",23,7,2011,"23-Jul-11",1,"bat star",0,30,33.54317,-117.797,22,17.7,3.9
"Divers Cove",23,7,2011,"23-Jul-11",2,"bat star",0,30,33.54317,-117.797,15,17.7,3
"Divers Cove",23,7,2011,"23-Jul-11",3,"bat star",0,30,33.54317,-117.797,33.5,17.7,4.5
"Divers Cove",23,7,2011,"23-Jul-11",4,"bat star",0,30,33.54317,-117.797,18,17.7,4.5
"Divers Cove",23,7,2011,"23-Jul-11",5,"bat star",0,30,33.54317,-117.797,14,17.7,3.5
"Divers Cove",23,7,2011,"23-Jul-11",6,"bat star",0,30,33.54317,-117.797,18.5,17.7,3
"Frys Anchorage",17,8,2011,"17-Aug-11",1,"bat star",45,30,34.05416,-119.756,46,14,4.5
"Frys Anchorage",17,8,2011,"17-Aug-11",2,"bat star",74,30,34.05416,-119.756,43,14,4.5
"Frys Anchorage",17,8,2011,"17-Aug-11",3,"bat star",39,30,34.05416,-119.756,24.5,14,4.5
"Frys Anchorage",17,8,2011,"17-Aug-11",4,"bat star",50,17,34.05416,-119.756,31,14,4.5
"Frys Anchorage",17,8,2011,"17-Aug-11",5,"bat star",50,18,34.05416,-119.756,31,14,4.5
"Frys Anchorage",17,8,2011,"17-Aug-11",6,"bat star",22,30,34.05416,-119.756,14.5,14,4.5
"Ft Ross",21,10,2011,"21-Oct-11",1,"bat star",35,30,38.5106,-123.245,15.5,11,4
"Ft Ross",21,10,2011,"21-Oct-11",2,"bat star",50,11,38.5106,-123.245,25.5,11,3
"Ft Ross",21,10,2011,"21-Oct-11",3,"bat star",50,4,38.5106,-123.245,23,11,4
"Ft Ross",21,10,2011,"21-Oct-11",4,"bat star",50,4,38.5106,-123.245,21.5,11,1.7
"Ft Ross",21,10,2011,"21-Oct-11",5,"bat star",40,30,38.5106,-123.245,28,11,2.3
"Ft Ross",21,10,2011,"21-Oct-11",6,"bat star",50,19,38.5106,-123.245,20,11,4
"Gerstle Cove",17,4,2011,"17-Apr-11",1,"bat star",41,30,38.56646,-123.33,10,9,6
"Gerstle Cove",17,4,2011,"17-Apr-11",2,"bat star",50,12,38.56646,-123.33,16,9,6
"Gerstle Cove",17,4,2011,"17-Apr-11",3,"bat star",50,8,38.56646,-123.33,21,9,9
"Gerstle Cove",17,4,2011,"17-Apr-11",4,"bat star",26,30,38.56646,-123.33,9.5,9,9
"Gerstle Cove",17,4,2011,"17-Apr-11",5,"bat star",50,13,38.56646,-123.33,13.5,9,9
"Gerstle Cove",17,4,2011,"17-Apr-11",6,"bat star",50,13,38.56646,-123.33,18,9,9
"Gerstle Cove",24,9,2011,"24-Sep-11",1,"bat star",25,30,38.56646,-123.33,13,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",2,"bat star",29,30,38.56646,-123.33,15.5,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",3,"bat star",73,18,38.56646,-123.33,19.5,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",4,"bat star",45,30,38.56646,-123.33,11,12,3
"Gerstle Cove",24,9,2011,"24-Sep-11",5,"bat star",100,30,38.56646,-123.33,12,12,2
"Gerstle Cove",24,9,2011,"24-Sep-11",6,"bat star",88,30,38.56646,-123.33,16,12,2
"Goldfish Bowl",18,8,2011,"18-Aug-11",1,"bat star",3,30,34.01473,-119.438,21.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",2,"bat star",22,30,34.01473,-119.438,23.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",3,"bat star",26,30,34.01473,-119.438,23.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",4,"bat star",9,30,34.01473,-119.438,19.5,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",5,"bat star",67,30,34.01473,-119.438,24,16,8
"Goldfish Bowl",18,8,2011,"18-Aug-11",6,"bat star",21,30,34.01473,-119.438,24.5,16,8
"120 Reef",9,6,2012,"9-Jun-12",1,"bat star",47,30,33.73792,-118.392,30.5,17,3.5
"120 Reef",9,6,2012,"9-Jun-12",2,"bat star",29,30,33.73792,-118.392,34.5,17,5
"120 Reef",9,6,2012,"9-Jun-12",3,"bat star",50,14,33.73792,-118.392,34,17,5
"120 Reef",9,6,2012,"9-Jun-12",4,"bat star",23,30,33.73792,-118.392,19.5,17,4.7
"120 Reef",9,6,2012,"9-Jun-12",5,"bat star",24,30,33.73792,-118.392,27,17,3.9
"120 Reef",9,6,2012,"9-Jun-12",6,"bat star",28,30,33.73792,-118.392,22.5,17,4
"120 Reef",14,10,2012,"14-Oct-12",1,"bat star",4,30,33.73792,-118.392,28,17,3.7
"120 Reef",14,10,2012,"14-Oct-12",2,"bat star",15,30,33.73792,-118.392,24,17,5
"120 Reef",14,10,2012,"14-Oct-12",3,"bat star",5,30,33.73792,-118.392,19,17,4
"120 Reef",14,10,2012,"14-Oct-12",4,"bat star",4,30,33.73792,-118.392,12,17,6
"120 Reef",14,10,2012,"14-Oct-12",5,"bat star",0,30,33.73792,-118.392,17.5,17,3.8
"120 Reef",14,10,2012,"14-Oct-12",6,"bat star",0,30,33.73792,-118.392,16.5,17,3.8
"Abalone Cove",9,6,2012,"9-Jun-12",1,"bat star",40,30,33.73615,-118.376,35,17,5
"Abalone Cove",9,6,2012,"9-Jun-12",2,"bat star",25,30,33.73615,-118.376,37.5,17,5
"Abalone Cove",9,6,2012,"9-Jun-12",3,"bat star",17,30,33.73615,-118.376,39.5,17,3.5
"Abalone Cove",9,6,2012,"9-Jun-12",4,"bat star",23,30,33.73615,-118.376,36,17,4
"Abalone Cove",9,6,2012,"9-Jun-12",5,"bat star",25,30,33.73615,-118.376,35,17,3.4
"Abalone Cove",9,6,2012,"9-Jun-12",6,"bat star",20,30,33.73615,-118.376,33.5,17,3.5
"Aquarium",21,5,2012,"21-May-12",1,"bat star",50,13,36.61923,-121.899,44,9,4.5
"Aquarium",21,5,2012,"21-May-12",2,"bat star",50,20,36.61923,-121.899,43.5,9,5
"Aquarium",21,5,2012,"21-May-12",3,"bat star",50,13,36.61923,-121.899,40.5,9,4
"Aquarium",21,5,2012,"21-May-12",4,"bat star",50,15,36.61923,-121.899,29,9,3
"Aquarium",21,5,2012,"21-May-12",5,"bat star",46,30,36.61923,-121.899,29.5,9,3.5
"Aquarium",21,5,2012,"21-May-12",6,"bat star",50,17,36.61923,-121.899,28,9,4
"Big Creek",17,8,2012,"17-Aug-12",1,"bat star",50,21,36.06918,-121.601,53,11.1,5
"Big Creek",17,8,2012,"17-Aug-12",2,"bat star",50,5,36.06918,-121.601,49.5,11.1,4
"Big Creek",17,8,2012,"17-Aug-12",3,"bat star",50,9,36.06918,-121.601,61.5,11.1,4
"Big Creek",17,8,2012,"17-Aug-12",4,"bat star",50,22,36.06918,-121.601,29,11.1,4
"Big Creek",17,8,2012,"17-Aug-12",5,"bat star",50,20,36.06918,-121.601,32.5,11.1,5
"Big Creek",17,8,2012,"17-Aug-12",6,"bat star",33,30,36.06918,-121.601,34.5,11.1,4
"Big Rock",20,10,2012,"20-Oct-12",1,"bat star",0,30,34.03517,-118.608,28,19,2.8
"Big Rock",20,10,2012,"20-Oct-12",2,"bat star",0,30,34.03517,-118.608,26.5,19,1.9
"Big Rock",20,10,2012,"20-Oct-12",3,"bat star",0,30,34.03517,-118.608,26.5,19,2.3
"Big Rock",20,10,2012,"20-Oct-12",4,"bat star",0,30,34.03517,-118.608,21.5,19,3.3
"Big Rock",20,10,2012,"20-Oct-12",5,"bat star",0,30,34.03517,-118.608,22.5,19,2.8
"Big Rock",20,10,2012,"20-Oct-12",6,"bat star",0,30,34.03517,-118.608,22.5,19,2.8
"Bird Rock",20,11,2012,"20-Nov-12",1,"bat star",0,30,33.4508,-118.488,30.5,13,13
"Bird Rock",20,11,2012,"20-Nov-12",2,"bat star",0,30,33.4508,-118.488,44.5,13,15
"Bird Rock",20,11,2012,"20-Nov-12",3,"bat star",0,30,33.4508,-118.488,25,13,20
"Bird Rock",20,11,2012,"20-Nov-12",4,"bat star",0,30,33.4508,-118.488,26,13,18
"Bird Rock",20,11,2012,"20-Nov-12",5,"bat star",0,30,33.4508,-118.488,16,13,14
"Bird Rock",20,11,2012,"20-Nov-12",6,"bat star",0,30,33.4508,-118.488,22,13,15
"Breakwater",30,5,2012,"30-May-12",1,"bat star",52,10,36.61045,-121.894,17,11,3
"Breakwater",30,5,2012,"30-May-12",2,"bat star",19,30,36.61045,-121.894,23.5,11,2.5
"Breakwater",30,5,2012,"30-May-12",3,"bat star",50,10,36.61045,-121.894,41.5,11,2.5
"Breakwater",30,5,2012,"30-May-12",4,"bat star",52,30,36.61045,-121.894,17.5,11,3
"Breakwater",30,5,2012,"30-May-12",5,"bat star",50,7,36.61045,-121.894,17.5,11,3
"Breakwater",30,5,2012,"30-May-12",6,"bat star",50,7,36.61045,-121.894,34.5,11,2.5
"Breakwater",31,8,2012,"31-Aug-12",1,"bat star",50,18,36.61045,-121.894,21,11,2
"Breakwater",31,8,2012,"31-Aug-12",2,"bat star",50,17,36.61045,-121.894,24,11,3
"Breakwater",31,8,2012,"31-Aug-12",3,"bat star",50,8,36.61045,-121.894,28.5,11,2.5
"Breakwater",31,8,2012,"31-Aug-12",4,"bat star",13,30,36.61045,-121.894,16.5,11,3
"Breakwater",31,8,2012,"31-Aug-12",5,"bat star",45,30,36.61045,-121.894,12,11,3
"Breakwater",31,8,2012,"31-Aug-12",6,"bat star",50,14,36.61045,-121.894,27,11,2.5
"Broomtail Reef",6,10,2012,"6-Oct-12",1,"bat star",0,30,32.69423,-117.268,44,16,4.9
"Broomtail Reef",6,10,2012,"6-Oct-12",2,"bat star",0,30,32.69423,-117.268,41,16,6.8
"Broomtail Reef",6,10,2012,"6-Oct-12",3,"bat star",0,30,32.69423,-117.268,40,16,5
"Broomtail Reef",6,10,2012,"6-Oct-12",4,"bat star",0,30,32.69423,-117.268,38,16,4
"Broomtail Reef",6,10,2012,"6-Oct-12",5,"bat star",0,30,32.69423,-117.268,36,16,6.1
"Broomtail Reef",6,10,2012,"6-Oct-12",6,"bat star",0,30,32.69423,-117.268,40.5,16,6.1
"Carmel River",13,10,2012,"13-Oct-12",1,"bat star",30,30,36.53908,-121.935,53,13,6
"Carmel River",13,10,2012,"13-Oct-12",2,"bat star",50,12,36.53908,-121.935,49.5,13,7
"Carmel River",13,10,2012,"13-Oct-12",3,"bat star",50,20,36.53908,-121.935,48.5,13,4.4
"Carmel River",13,10,2012,"13-Oct-12",4,"bat star",22,30,36.53908,-121.935,32,13,5
